epoch,train_accuracy,test_accuracy,train_loss,test_loss
49,0.058749802,0.06501654,5.331634,5.2319245
50,0.05931348,0.065187745,5.323116,5.219397
51,0.059790786,0.066027544,5.3144817,5.2105203
52,0.060172074,0.06623229,5.3066587,5.1994963
53,0.060530756,0.066900365,5.2991743,5.19124
54,0.060963735,0.06692374,5.2919865,5.186634
55,0.06129206,0.06708885,5.2853823,5.178729
56,0.06165671,0.06780265,5.279037,5.1679907
57,0.062023897,0.067569464,5.272637,5.1637654
58,0.062316786,0.06830917,5.2663803,5.155229
59,0.062548965,0.06852662,5.2608466,5.1470284
60,0.06259507,0.068725266,5.255492,5.142133
61,0.062941045,0.0686013,5.2496605,5.1362987
62,0.06327242,0.06905702,5.244554,5.128441
63,0.063473225,0.06935575,5.2393403,5.1219788
64,0.063670725,0.0691952,5.234194,5.1172504
65,0.06389185,0.06980638,5.2295165,5.1100836
66,0.06401912,0.07026007,5.2248063,5.102455
67,0.064150065,0.07003856,5.2201285,5.099097
68,0.064391516,0.06969868,5.215287,5.0951633
69,0.064628646,0.070733055,5.211136,5.087328
70,0.06474333,0.07063399,5.2067647,5.0836196
71,0.06502543,0.07094949,5.2026744,5.079337
72,0.06495989,0.071110025,5.1986327,5.073452
73,0.06522065,0.07086871,5.1947203,5.0694904
74,0.06525227,0.07114356,5.1910653,5.0647154
75,0.06547149,0.07109631,5.1870093,5.0621624
76,0.065604344,0.07125228,5.183408,5.057852
77,0.06568741,0.07120452,5.1798706,5.054477
78,0.06585849,0.07161807,5.176362,5.0478272
79,0.06600316,0.07178014,5.1728835,5.0438805
80,0.06614707,0.07151646,5.169685,5.042012
81,0.06611061,0.07154948,5.166513,5.0401745
82,0.066323735,0.07197574,5.1629677,5.034365
83,0.06629706,0.07224906,5.1602106,5.032093
84,0.06657128,0.07219216,5.15736,5.027522
85,0.066479705,0.07227447,5.1542726,5.0240655
86,0.0665742,0.07238573,5.1513557,5.021359
87,0.06667187,0.072419256,5.148415,5.0168877
88,0.0668267,0.0723334,5.1463594,5.0162325
89,0.06685477,0.07222264,5.143234,5.014835
90,0.0669278,0.07239386,5.1405706,5.0122943
91,0.06710536,0.07283382,5.1376395,5.0050774
92,0.067147024,0.07293543,5.1346445,5.001345
93,0.06727175,0.07298878,5.1327925,5.0000467
94,0.0671648,0.07317878,5.1295304,4.995258
95,0.06736891,0.072823666,5.127249,4.9965005
96,0.06740295,0.072949655,5.1248326,4.9922543
97,0.06749808,0.073197074,5.1223216,4.989381
98,0.06747522,0.07343433,5.1201096,4.985282
99,0.067573905,0.07337083,5.117929,4.983678
100,0.067653544,0.073344916,5.115234,4.980364
101,0.06780494,0.07341655,5.1130266,4.979069
102,0.06782361,0.07376608,5.1108327,4.9741716
103,0.06785346,0.07363755,5.1088686,4.975036
104,0.06806595,0.07397032,5.1064234,4.9670587
105,0.06792357,0.07356998,5.104684,4.9678473
106,0.068082966,0.07387582,5.1022983,4.963142
107,0.06804677,0.073633485,5.100259,4.965523
108,0.06821087,0.07412121,5.098426,4.959097
109,0.068279326,0.07395965,5.0961695,4.958313
110,0.068289615,0.07371376,5.094145,4.9563336
111,0.068258755,0.07386922,5.0924892,4.954871
112,0.06827704,0.073962696,5.09043,4.951272
113,0.06848242,0.07379606,5.088598,4.949631
114,0.068429455,0.074352875,5.0867867,4.946686
115,0.06850261,0.074059226,5.085,4.9463744
116,0.068535894,0.074517995,5.083209,4.9409013
117,0.06859101,0.07432544,5.0814185,4.9397306
118,0.068690464,0.074093774,5.0795574,4.9399977
119,0.068567134,0.074577436,5.078417,4.936459
120,0.06870558,0.07433205,5.0764623,4.936564
121,0.06869859,0.074588105,5.074603,4.931155
122,0.06873606,0.07450935,5.072963,4.9296675
123,0.06882344,0.07443518,5.071305,4.9283266
124,0.06886269,0.07465669,5.0699067,4.928075
125,0.068902574,0.07427108,5.0683084,4.9271464
126,0.06897281,0.07444737,5.066579,4.9245663
127,0.068977766,0.074602835,5.0650964,4.9223475
128,0.06906655,0.075050935,5.0632524,4.9178653
129,0.069060445,0.07452256,5.0618434,4.919684
130,0.06918085,0.074780144,5.060466,4.91477
131,0.06912141,0.07499505,5.058822,4.9129
132,0.06917768,0.07525314,5.057733,4.910863
133,0.069284365,0.07453323,5.056065,4.9123898
134,0.06934813,0.07527955,5.0547376,4.9077454
135,0.06926697,0.07507786,5.0536594,4.908015
136,0.06937417,0.07488938,5.0516887,4.9068375
137,0.069366165,0.074937634,5.0508494,4.904688
138,0.069454566,0.07519064,5.049408,4.9035425
139,0.06947082,0.07505042,5.048003,4.90195
140,0.069548294,0.07511393,5.046984,4.9012713
141,0.06953153,0.07515661,5.0452056,4.8959265
142,0.06948555,0.0749605,5.044558,4.899081
143,0.06953344,0.07544162,5.04282,4.894143
144,0.06951731,0.07529886,5.0413556,4.8933887
145,0.06961561,0.075299874,5.040083,4.8926516
146,0.06971684,0.07522113,5.039017,4.893221
147,0.06966985,0.07550868,5.037594,4.887902
148,0.069675565,0.07529479,5.03686,4.8879385
149,0.06974986,0.07532527,5.035334,4.887529
150,0.06980232,0.07558692,5.0343075,4.883726
151,0.069798,0.075351186,5.033201,4.884354
152,0.069803715,0.0755478,5.031765,4.8812566
153,0.06979889,0.07534763,5.0305967,4.8841114
154,0.06991282,0.07558133,5.0293603,4.8779926
155,0.06988145,0.07560419,5.02863,4.878042
156,0.0697801,0.075552374,5.0272493,4.8773665
157,0.06982543,0.07560877,5.0261755,4.8757052
158,0.06995943,0.07555085,5.025217,4.873664
159,0.07009787,0.075780995,5.024275,4.8722687
160,0.07030198,0.07548175,5.0232935,4.8739
161,0.06999881,0.075764224,5.0223484,4.8700156
162,0.07010893,0.07573425,5.020917,4.8716063
163,0.070155665,0.07573527,5.019995,4.868009
164,0.070128106,0.07550614,5.0187974,4.8686557
165,0.0702099,0.075933404,5.018063,4.8657427
166,0.07013445,0.07614069,5.0167413,4.863827
167,0.07016506,0.07625093,5.015645,4.864158
168,0.070335895,0.075968966,5.0150113,4.8618164
169,0.070269085,0.07615491,5.0141683,4.85914
170,0.07020406,0.076102585,5.013153,4.8582335
171,0.070361935,0.07588819,5.011798,4.858205
172,0.07026312,0.07580944,5.0111938,4.860557
173,0.07040804,0.0760848,5.0100136,4.857428
174,0.07041579,0.07624687,5.0092635,4.855321
175,0.07028509,0.07622451,5.0083838,4.855379
176,0.070402324,0.075841956,5.00738,4.8542304
177,0.07054305,0.07631901,5.0065975,4.8522854
178,0.07055461,0.076221466,5.005665,4.851719
179,0.07043661,0.07636219,5.0045853,4.84935
180,0.07058509,0.076310374,5.0035934,4.8511186
181,0.07062116,0.07630275,5.003067,4.849093
182,0.070579246,0.076466344,5.00238,4.848039
183,0.07053238,0.07661215,5.0013485,4.8438616
184,0.07060617,0.07629056,5.000562,4.846767
185,0.0705856,0.07600656,4.9995866,4.848627
186,0.07064085,0.07631749,4.9983573,4.8444023
187,0.07074576,0.07634543,4.9978924,4.8430223
188,0.07078818,0.07645009,4.997043,4.8407393
189,0.07078539,0.07659488,4.9963107,4.8406763
190,0.07063589,0.07642316,4.9953413,4.838951
191,0.070843175,0.07658167,4.9945583,4.8403287
192,0.070770904,0.07652375,4.9939194,4.837093
193,0.070641354,0.076521724,4.993105,4.838543
194,0.070856765,0.076737136,4.991956,4.8336234
195,0.070785515,0.07678743,4.9913774,4.833222
196,0.070819296,0.07665584,4.990563,4.8332014
197,0.070803165,0.07692206,4.98979,4.8320947
198,0.07094212,0.076697506,4.9889073,4.8339014
199,0.07090274,0.07684179,4.9883685,4.8311415
200,0.07098746,0.07674475,4.988142,4.831302
201,0.070879124,0.076659404,4.9871416,4.8302035
202,0.070954055,0.07681385,4.9866533,4.8286376
203,0.0709157,0.07690174,4.9854817,4.8274426
204,0.07105668,0.07676711,4.9846096,4.8291163
205,0.07095825,0.076957114,4.984119,4.8273706
206,0.07094949,0.07658726,4.9835787,4.826325
207,0.071020104,0.07696575,4.9825234,4.8233213
208,0.071009435,0.07678387,4.981902,4.82423
209,0.071098216,0.07673053,4.981264,4.826154
210,0.07099203,0.07692359,4.9808893,4.824462
211,0.07109517,0.07714306,4.97993,4.8206787
212,0.07111193,0.07700538,4.979239,4.820708
213,0.07102696,0.077013,4.979078,4.8206563
214,0.07104792,0.0767666,4.977795,4.8216534
215,0.07105592,0.076855,4.977624,4.818198
216,0.07116782,0.07712579,4.9768224,4.816667
217,0.07109047,0.076946445,4.9759626,4.8170843
218,0.07125889,0.0771075,4.9754043,4.815874
219,0.07119678,0.07681588,4.9747443,4.8159957
220,0.071181916,0.076901235,4.9741254,4.817045
221,0.071278825,0.07705161,4.973543,4.813684
222,0.07119576,0.07699776,4.972641,4.8141303
223,0.071231835,0.07712426,4.9720564,4.812583
224,0.07129178,0.077225365,4.9714975,4.8108006
225,0.07117709,0.07716338,4.9710083,4.8092
226,0.07117518,0.077005886,4.9699297,4.809365
227,0.07123602,0.07702773,4.969336,4.810829
228,0.07125558,0.07732799,4.9690204,4.8078055
229,0.07127311,0.07736101,4.968025,4.8076587
230,0.071288735,0.077296995,4.968007,4.806949
231,0.07131566,0.07743519,4.9667916,4.803791
232,0.071388565,0.077329,4.966244,4.8047953
233,0.071376875,0.07738743,4.965475,4.8035917
234,0.0712378,0.07730818,4.9646893,4.8021483
235,0.07131058,0.07715119,4.964399,4.8033814
236,0.07137446,0.077226885,4.9637375,4.80315
237,0.07126917,0.077249244,4.9633183,4.803194
238,0.07140126,0.077512406,4.9624805,4.798771
239,0.07149119,0.07732494,4.9617844,4.7995405
240,0.071351856,0.077607416,4.9608536,4.797074
241,0.0713737,0.077312745,4.9606285,4.800431
242,0.07136875,0.077490054,4.9600334,4.794206
243,0.071501225,0.077452965,4.9591494,4.7952323
244,0.07150376,0.077738486,4.9584804,4.7944336
245,0.0715331,0.077344246,4.9581556,4.794628
246,0.0714795,0.077396065,4.957219,4.793658
247,0.07146426,0.07732037,4.956702,4.7927194
248,0.07159445,0.077520534,4.956394,4.791475
249,0.07145359,0.07752714,4.9555697,4.7909837
250,0.071504906,0.07744484,4.955115,4.7894855
251,0.071566634,0.077518,4.9542575,4.789671
252,0.071626835,0.07719793,4.953772,4.7903104
253,0.071575016,0.07754187,4.9531755,4.7869
254,0.07160385,0.0774362,4.9528947,4.7878594
255,0.071512654,0.07706584,4.952428,4.7898216
256,0.07154085,0.07760944,4.952068,4.7870765
257,0.07162137,0.07743112,4.951328,4.7881417
258,0.07154174,0.07746313,4.9505835,4.78442
259,0.071610324,0.0774931,4.950032,4.7848697
260,0.07152459,0.07728176,4.9496837,4.78445
261,0.07151938,0.07776135,4.949278,4.7842803
262,0.07164817,0.07757896,4.948657,4.782874
263,0.07158136,0.077816725,4.947991,4.780814
264,0.07174648,0.07744128,4.947595,4.7857447
265,0.07162633,0.07781368,4.947131,4.779253
266,0.07167637,0.07748345,4.9465046,4.780691
267,0.07173403,0.0777522,4.9460535,4.780445
268,0.071700506,0.07714814,4.9453454,4.7822814
269,0.07173289,0.07753781,4.944903,4.7777495
270,0.07176464,0.07750174,4.944594,4.7785945
271,0.07175626,0.07766076,4.943915,4.778238
272,0.071769595,0.077721216,4.9434047,4.7773957
273,0.07177569,0.077448905,4.9431095,4.77999
274,0.07179589,0.077716134,4.942517,4.775954
275,0.071836025,0.07770191,4.9420214,4.7740498
276,0.07180821,0.07773087,4.941466,4.7750716
277,0.071754225,0.07775119,4.941078,4.7743974
278,0.071784206,0.0774677,4.9407887,4.7763495
279,0.07180021,0.07753985,4.9404798,4.7733393
280,0.07181049,0.077835016,4.9400897,4.7743425
281,0.071905755,0.07777253,4.939372,4.773108
282,0.07189191,0.07777862,4.93876,4.77272
283,0.07187209,0.0776699,4.938503,4.770022
284,0.07182332,0.077603854,4.9381123,4.7729535
285,0.071916424,0.07789903,4.9376254,4.7695656
286,0.0718317,0.077775575,4.9373097,4.7696104
287,0.071878195,0.07780911,4.9370093,4.7691216
288,0.07196215,0.0778025,4.93603,4.7683244
289,0.07199555,0.07794984,4.9357944,4.7670026
290,0.07198882,0.07770343,4.93543,4.768184
291,0.07184529,0.07785331,4.9350944,4.767163
292,0.07186714,0.077909194,4.9345813,4.7656713
293,0.071998976,0.07766381,4.9340534,4.765211
294,0.07191668,0.07801436,4.9338055,4.7654705
295,0.071990594,0.07781622,4.9330583,4.7645845
296,0.07197561,0.07759929,4.9329104,4.7659955
297,0.072048135,0.077480406,4.932475,4.7654305
298,0.071954526,0.07782384,4.932012,4.7626586
299,0.07202921,0.0777202,4.931563,4.7631435
300,0.07204585,0.07777862,4.93101,4.7632813
301,0.071955666,0.07785991,4.9309144,4.7618575
302,0.071980305,0.07779488,4.930334,4.761159
303,0.07209424,0.07794679,4.930255,4.761348
304,0.07201562,0.07778015,4.929896,4.759214
305,0.07193433,0.077758305,4.9290977,4.7593684
306,0.07213946,0.07781165,4.9285374,4.7592897
307,0.07206528,0.077673964,4.9281754,4.7602262
308,0.07218784,0.078018926,4.928363,4.758101
309,0.07207036,0.07779437,4.927791,4.7584
310,0.07208763,0.07755407,4.9276066,4.758974
311,0.07199682,0.078110375,4.9270883,4.756797
312,0.072087,0.07785178,4.926457,4.7562284
313,0.0721265,0.07793104,4.9261303,4.755596
314,0.07230127,0.078056015,4.925979,4.7575064
315,0.072161175,0.07790869,4.925278,4.755794
316,0.0721566,0.07791986,4.925214,4.756614
317,0.07213946,0.07804992,4.9248514,4.7535586
318,0.07215736,0.07807634,4.92447,4.7538567
319,0.07213946,0.07801029,4.9242144,4.754188
320,0.0721881,0.07836491,4.9238777,4.753088
321,0.07221172,0.078209445,4.923506,4.753045
322,0.07223217,0.077926464,4.922952,4.7529116
323,0.072144784,0.07807329,4.922617,4.7540064
324,0.07214022,0.0781307,4.922453,4.751487
325,0.07213602,0.07816372,4.92225,4.7538934
326,0.07211075,0.07819065,4.9214444,4.7503033
327,0.07220943,0.078192174,4.92105,4.7515297
328,0.072202705,0.078123584,4.9209766,4.750501
329,0.07220182,0.07822926,4.9210744,4.7517266
330,0.072239414,0.07806973,4.920542,4.7513475
331,0.072187975,0.07798235,4.920383,4.750978
332,0.07228399,0.07815813,4.9196143,4.7485595
333,0.07220245,0.0781429,4.9197145,4.7503576
334,0.072276495,0.078205384,4.9195166,4.7481475
335,0.07221566,0.077988446,4.9185677,4.750581
336,0.07215469,0.07826025,4.91855,4.748269
337,0.072371125,0.07813223,4.9187517,4.7484426
338,0.07230444,0.078100726,4.9181256,4.7478557
339,0.07238357,0.0783451,4.917431,4.746433
340,0.07221287,0.07820436,4.9176264,4.745544
341,0.07234673,0.07816423,4.917497,4.747659
342,0.07223839,0.07818811,4.9170227,4.7452035
343,0.07230063,0.07819928,4.916172,4.745799
344,0.07233492,0.078308515,4.9158864,4.7443743
345,0.0723762,0.07815661,4.9163413,4.7451887
346,0.072275355,0.07825466,4.915844,4.7445526
347,0.072229,0.078337476,4.9153633,4.743295
348,0.072275355,0.078183025,4.915017,4.7439685
349,0.07231016,0.07842842,4.9147453,4.7435474
350,0.07234712,0.07844264,4.9142785,4.7421756
351,0.07237836,0.07814645,4.9143353,4.7432365
352,0.072425865,0.0783832,4.9141183,4.742342
353,0.07231917,0.07839641,4.9138517,4.7440386
354,0.07234089,0.07853002,4.9134297,4.7431755
355,0.072406046,0.07858438,4.913399,4.740631
356,0.07239056,0.07834865,4.912663,4.740863
357,0.07255935,0.078284636,4.91249,4.7407575
358,0.07241075,0.07830496,4.91281,4.7415524
359,0.072570145,0.078448735,4.9119153,4.739288
360,0.07246155,0.07840962,4.911873,4.7405195
