epoch,train_accuracy,test_accuracy,train_loss,test_loss
49,0.058749802,0.06501654,5.331634,5.2319245
50,0.05931348,0.065187745,5.323116,5.219397
51,0.059790786,0.066027544,5.3144817,5.2105203
52,0.060172074,0.06623229,5.3066587,5.1994963
53,0.060530756,0.066900365,5.2991743,5.19124
54,0.060963735,0.06692374,5.2919865,5.186634
55,0.06129206,0.06708885,5.2853823,5.178729
56,0.06165671,0.06780265,5.279037,5.1679907
57,0.062023897,0.067569464,5.272637,5.1637654
58,0.062316786,0.06830917,5.2663803,5.155229
59,0.062548965,0.06852662,5.2608466,5.1470284
60,0.06259507,0.068725266,5.255492,5.142133
61,0.062941045,0.0686013,5.2496605,5.1362987
62,0.06327242,0.06905702,5.244554,5.128441
63,0.063473225,0.06935575,5.2393403,5.1219788
64,0.063670725,0.0691952,5.234194,5.1172504
65,0.06389185,0.06980638,5.2295165,5.1100836
66,0.06401912,0.07026007,5.2248063,5.102455
67,0.064150065,0.07003856,5.2201285,5.099097
68,0.064391516,0.06969868,5.215287,5.0951633
69,0.064628646,0.070733055,5.211136,5.087328
70,0.06474333,0.07063399,5.2067647,5.0836196
71,0.06502543,0.07094949,5.2026744,5.079337
72,0.06495989,0.071110025,5.1986327,5.073452
73,0.06522065,0.07086871,5.1947203,5.0694904
74,0.06525227,0.07114356,5.1910653,5.0647154
75,0.06547149,0.07109631,5.1870093,5.0621624
76,0.065604344,0.07125228,5.183408,5.057852
77,0.06568741,0.07120452,5.1798706,5.054477
78,0.06585849,0.07161807,5.176362,5.0478272
79,0.06600316,0.07178014,5.1728835,5.0438805
80,0.06614707,0.07151646,5.169685,5.042012
81,0.06611061,0.07154948,5.166513,5.0401745
82,0.066323735,0.07197574,5.1629677,5.034365
83,0.06629706,0.07224906,5.1602106,5.032093
84,0.06657128,0.07219216,5.15736,5.027522
85,0.066479705,0.07227447,5.1542726,5.0240655
86,0.0665742,0.07238573,5.1513557,5.021359
87,0.06667187,0.072419256,5.148415,5.0168877
88,0.0668267,0.0723334,5.1463594,5.0162325
89,0.06685477,0.07222264,5.143234,5.014835
90,0.0669278,0.07239386,5.1405706,5.0122943
91,0.06710536,0.07283382,5.1376395,5.0050774
92,0.067147024,0.07293543,5.1346445,5.001345
93,0.06727175,0.07298878,5.1327925,5.0000467
94,0.0671648,0.07317878,5.1295304,4.995258
95,0.06736891,0.072823666,5.127249,4.9965005
96,0.06740295,0.072949655,5.1248326,4.9922543
97,0.06749808,0.073197074,5.1223216,4.989381
98,0.06747522,0.07343433,5.1201096,4.985282
99,0.067573905,0.07337083,5.117929,4.983678
100,0.067653544,0.073344916,5.115234,4.980364
101,0.06780494,0.07341655,5.1130266,4.979069
102,0.06782361,0.07376608,5.1108327,4.9741716
103,0.06785346,0.07363755,5.1088686,4.975036
104,0.06806595,0.07397032,5.1064234,4.9670587
105,0.06792357,0.07356998,5.104684,4.9678473
106,0.068082966,0.07387582,5.1022983,4.963142
107,0.06804677,0.073633485,5.100259,4.965523
108,0.06821087,0.07412121,5.098426,4.959097
109,0.068279326,0.07395965,5.0961695,4.958313
110,0.068289615,0.07371376,5.094145,4.9563336
111,0.068258755,0.07386922,5.0924892,4.954871
112,0.06827704,0.073962696,5.09043,4.951272
113,0.06848242,0.07379606,5.088598,4.949631
114,0.068429455,0.074352875,5.0867867,4.946686
115,0.06850261,0.074059226,5.085,4.9463744
116,0.068535894,0.074517995,5.083209,4.9409013
117,0.06859101,0.07432544,5.0814185,4.9397306
118,0.068690464,0.074093774,5.0795574,4.9399977
119,0.068567134,0.074577436,5.078417,4.936459
120,0.06870558,0.07433205,5.0764623,4.936564
121,0.06869859,0.074588105,5.074603,4.931155
122,0.06873606,0.07450935,5.072963,4.9296675
123,0.06882344,0.07443518,5.071305,4.9283266
124,0.06886269,0.07465669,5.0699067,4.928075
125,0.068902574,0.07427108,5.0683084,4.9271464
126,0.06897281,0.07444737,5.066579,4.9245663
127,0.068977766,0.074602835,5.0650964,4.9223475
128,0.06906655,0.075050935,5.0632524,4.9178653
129,0.069060445,0.07452256,5.0618434,4.919684
130,0.06918085,0.074780144,5.060466,4.91477
131,0.06912141,0.07499505,5.058822,4.9129
132,0.06917768,0.07525314,5.057733,4.910863
133,0.069284365,0.07453323,5.056065,4.9123898
134,0.06934813,0.07527955,5.0547376,4.9077454
135,0.06926697,0.07507786,5.0536594,4.908015
136,0.06937417,0.07488938,5.0516887,4.9068375
137,0.069366165,0.074937634,5.0508494,4.904688
138,0.069454566,0.07519064,5.049408,4.9035425
139,0.06947082,0.07505042,5.048003,4.90195
140,0.069548294,0.07511393,5.046984,4.9012713
141,0.06953153,0.07515661,5.0452056,4.8959265
142,0.06948555,0.0749605,5.044558,4.899081
143,0.06953344,0.07544162,5.04282,4.894143
144,0.06951731,0.07529886,5.0413556,4.8933887
145,0.06961561,0.075299874,5.040083,4.8926516
146,0.06971684,0.07522113,5.039017,4.893221
147,0.06966985,0.07550868,5.037594,4.887902
148,0.069675565,0.07529479,5.03686,4.8879385
149,0.06974986,0.07532527,5.035334,4.887529
150,0.06980232,0.07558692,5.0343075,4.883726
151,0.069798,0.075351186,5.033201,4.884354
152,0.069803715,0.0755478,5.031765,4.8812566
153,0.06979889,0.07534763,5.0305967,4.8841114
154,0.06991282,0.07558133,5.0293603,4.8779926
155,0.06988145,0.07560419,5.02863,4.878042
156,0.0697801,0.075552374,5.0272493,4.8773665
157,0.06982543,0.07560877,5.0261755,4.8757052
158,0.06995943,0.07555085,5.025217,4.873664
159,0.07009787,0.075780995,5.024275,4.8722687
160,0.07030198,0.07548175,5.0232935,4.8739
161,0.06999881,0.075764224,5.0223484,4.8700156
162,0.07010893,0.07573425,5.020917,4.8716063
163,0.070155665,0.07573527,5.019995,4.868009
164,0.070128106,0.07550614,5.0187974,4.8686557
165,0.0702099,0.075933404,5.018063,4.8657427
166,0.07013445,0.07614069,5.0167413,4.863827
167,0.07016506,0.07625093,5.015645,4.864158
168,0.070335895,0.075968966,5.0150113,4.8618164
169,0.070269085,0.07615491,5.0141683,4.85914
170,0.07020406,0.076102585,5.013153,4.8582335
171,0.070361935,0.07588819,5.011798,4.858205
172,0.07026312,0.07580944,5.0111938,4.860557
173,0.07040804,0.0760848,5.0100136,4.857428
174,0.07041579,0.07624687,5.0092635,4.855321
175,0.07028509,0.07622451,5.0083838,4.855379
176,0.070402324,0.075841956,5.00738,4.8542304
177,0.07054305,0.07631901,5.0065975,4.8522854
178,0.07055461,0.076221466,5.005665,4.851719
179,0.07043661,0.07636219,5.0045853,4.84935
180,0.07058509,0.076310374,5.0035934,4.8511186
181,0.07062116,0.07630275,5.003067,4.849093
182,0.070579246,0.076466344,5.00238,4.848039
183,0.07053238,0.07661215,5.0013485,4.8438616
184,0.07060617,0.07629056,5.000562,4.846767
185,0.0705856,0.07600656,4.9995866,4.848627
186,0.07064085,0.07631749,4.9983573,4.8444023
187,0.07074576,0.07634543,4.9978924,4.8430223
188,0.07078818,0.07645009,4.997043,4.8407393
189,0.07078539,0.07659488,4.9963107,4.8406763
190,0.07063589,0.07642316,4.9953413,4.838951
191,0.070843175,0.07658167,4.9945583,4.8403287
192,0.070770904,0.07652375,4.9939194,4.837093
193,0.070641354,0.076521724,4.993105,4.838543
194,0.070856765,0.076737136,4.991956,4.8336234
195,0.070785515,0.07678743,4.9913774,4.833222
196,0.070819296,0.07665584,4.990563,4.8332014
197,0.070803165,0.07692206,4.98979,4.8320947
198,0.07094212,0.076697506,4.9889073,4.8339014
199,0.07090274,0.07684179,4.9883685,4.8311415
200,0.07098746,0.07674475,4.988142,4.831302
201,0.070879124,0.076659404,4.9871416,4.8302035
202,0.070954055,0.07681385,4.9866533,4.8286376
203,0.0709157,0.07690174,4.9854817,4.8274426
204,0.07105668,0.07676711,4.9846096,4.8291163
205,0.07095825,0.076957114,4.984119,4.8273706
206,0.07094949,0.07658726,4.9835787,4.826325
207,0.071020104,0.07696575,4.9825234,4.8233213
208,0.071009435,0.07678387,4.981902,4.82423
209,0.071098216,0.07673053,4.981264,4.826154
210,0.07099203,0.07692359,4.9808893,4.824462
211,0.07109517,0.07714306,4.97993,4.8206787
212,0.07111193,0.07700538,4.979239,4.820708
213,0.07102696,0.077013,4.979078,4.8206563
214,0.07104792,0.0767666,4.977795,4.8216534
215,0.07105592,0.076855,4.977624,4.818198
216,0.07116782,0.07712579,4.9768224,4.816667
217,0.07109047,0.076946445,4.9759626,4.8170843
218,0.07125889,0.0771075,4.9754043,4.815874
219,0.07119678,0.07681588,4.9747443,4.8159957
220,0.071181916,0.076901235,4.9741254,4.817045
221,0.071278825,0.07705161,4.973543,4.813684
222,0.07119576,0.07699776,4.972641,4.8141303
223,0.071231835,0.07712426,4.9720564,4.812583
224,0.07129178,0.077225365,4.9714975,4.8108006
225,0.07117709,0.07716338,4.9710083,4.8092
226,0.07117518,0.077005886,4.9699297,4.809365
227,0.07123602,0.07702773,4.969336,4.810829
228,0.07125558,0.07732799,4.9690204,4.8078055
229,0.07127311,0.07736101,4.968025,4.8076587
230,0.071288735,0.077296995,4.968007,4.806949
231,0.07131566,0.07743519,4.9667916,4.803791
232,0.071388565,0.077329,4.966244,4.8047953
233,0.071376875,0.07738743,4.965475,4.8035917
234,0.0712378,0.07730818,4.9646893,4.8021483
235,0.07131058,0.07715119,4.964399,4.8033814
236,0.07137446,0.077226885,4.9637375,4.80315
237,0.07126917,0.077249244,4.9633183,4.803194
238,0.07140126,0.077512406,4.9624805,4.798771
239,0.07149119,0.07732494,4.9617844,4.7995405
240,0.071351856,0.077607416,4.9608536,4.797074
241,0.0713737,0.077312745,4.9606285,4.800431
242,0.07136875,0.077490054,4.9600334,4.794206
243,0.071501225,0.077452965,4.9591494,4.7952323
244,0.07150376,0.077738486,4.9584804,4.7944336
245,0.0715331,0.077344246,4.9581556,4.794628
246,0.0714795,0.077396065,4.957219,4.793658
247,0.07146426,0.07732037,4.956702,4.7927194
248,0.07159445,0.077520534,4.956394,4.791475
249,0.07145359,0.07752714,4.9555697,4.7909837
250,0.071504906,0.07744484,4.955115,4.7894855
251,0.071566634,0.077518,4.9542575,4.789671
252,0.071626835,0.07719793,4.953772,4.7903104
253,0.071575016,0.07754187,4.9531755,4.7869
254,0.07160385,0.0774362,4.9528947,4.7878594
255,0.071512654,0.07706584,4.952428,4.7898216
256,0.07154085,0.07760944,4.952068,4.7870765
257,0.07162137,0.07743112,4.951328,4.7881417
258,0.07154174,0.07746313,4.9505835,4.78442
259,0.071610324,0.0774931,4.950032,4.7848697
260,0.07152459,0.07728176,4.9496837,4.78445
261,0.07151938,0.07776135,4.949278,4.7842803
262,0.07164817,0.07757896,4.948657,4.782874
263,0.07158136,0.077816725,4.947991,4.780814
264,0.07174648,0.07744128,4.947595,4.7857447
265,0.07162633,0.07781368,4.947131,4.779253
266,0.07167637,0.07748345,4.9465046,4.780691
267,0.07173403,0.0777522,4.9460535,4.780445
268,0.071700506,0.07714814,4.9453454,4.7822814
269,0.07173289,0.07753781,4.944903,4.7777495
270,0.07176464,0.07750174,4.944594,4.7785945
271,0.07175626,0.07766076,4.943915,4.778238
272,0.071769595,0.077721216,4.9434047,4.7773957
273,0.07177569,0.077448905,4.9431095,4.77999
274,0.07179589,0.077716134,4.942517,4.775954
275,0.071836025,0.07770191,4.9420214,4.7740498
276,0.07180821,0.07773087,4.941466,4.7750716
277,0.071754225,0.07775119,4.941078,4.7743974
278,0.071784206,0.0774677,4.9407887,4.7763495
279,0.07180021,0.07753985,4.9404798,4.7733393
280,0.07181049,0.077835016,4.9400897,4.7743425
281,0.071905755,0.07777253,4.939372,4.773108
282,0.07189191,0.07777862,4.93876,4.77272
283,0.07187209,0.0776699,4.938503,4.770022
284,0.07182332,0.077603854,4.9381123,4.7729535
285,0.071916424,0.07789903,4.9376254,4.7695656
286,0.0718317,0.077775575,4.9373097,4.7696104
287,0.071878195,0.07780911,4.9370093,4.7691216
288,0.07196215,0.0778025,4.93603,4.7683244
289,0.07199555,0.07794984,4.9357944,4.7670026
290,0.07198882,0.07770343,4.93543,4.768184
291,0.07184529,0.07785331,4.9350944,4.767163
292,0.07186714,0.077909194,4.9345813,4.7656713
293,0.071998976,0.07766381,4.9340534,4.765211
294,0.07191668,0.07801436,4.9338055,4.7654705
295,0.071990594,0.07781622,4.9330583,4.7645845
296,0.07197561,0.07759929,4.9329104,4.7659955
297,0.072048135,0.077480406,4.932475,4.7654305
298,0.071954526,0.07782384,4.932012,4.7626586
299,0.07202921,0.0777202,4.931563,4.7631435
300,0.07204585,0.07777862,4.93101,4.7632813
301,0.071955666,0.07785991,4.9309144,4.7618575
302,0.071980305,0.07779488,4.930334,4.761159
303,0.07209424,0.07794679,4.930255,4.761348
304,0.07201562,0.07778015,4.929896,4.759214
305,0.07193433,0.077758305,4.9290977,4.7593684
306,0.07213946,0.07781165,4.9285374,4.7592897
307,0.07206528,0.077673964,4.9281754,4.7602262
308,0.07218784,0.078018926,4.928363,4.758101
309,0.07207036,0.07779437,4.927791,4.7584
310,0.07208763,0.07755407,4.9276066,4.758974
311,0.07199682,0.078110375,4.9270883,4.756797
312,0.072087,0.07785178,4.926457,4.7562284
313,0.0721265,0.07793104,4.9261303,4.755596
314,0.07230127,0.078056015,4.925979,4.7575064
315,0.072161175,0.07790869,4.925278,4.755794
316,0.0721566,0.07791986,4.925214,4.756614
317,0.07213946,0.07804992,4.9248514,4.7535586
318,0.07215736,0.07807634,4.92447,4.7538567
319,0.07213946,0.07801029,4.9242144,4.754188
320,0.0721881,0.07836491,4.9238777,4.753088
321,0.07221172,0.078209445,4.923506,4.753045
322,0.07223217,0.077926464,4.922952,4.7529116
323,0.072144784,0.07807329,4.922617,4.7540064
324,0.07214022,0.0781307,4.922453,4.751487
325,0.07213602,0.07816372,4.92225,4.7538934
326,0.07211075,0.07819065,4.9214444,4.7503033
327,0.07220943,0.078192174,4.92105,4.7515297
328,0.072202705,0.078123584,4.9209766,4.750501
329,0.07220182,0.07822926,4.9210744,4.7517266
330,0.072239414,0.07806973,4.920542,4.7513475
331,0.072187975,0.07798235,4.920383,4.750978
332,0.07228399,0.07815813,4.9196143,4.7485595
333,0.07220245,0.0781429,4.9197145,4.7503576
334,0.072276495,0.078205384,4.9195166,4.7481475
335,0.07221566,0.077988446,4.9185677,4.750581
336,0.07215469,0.07826025,4.91855,4.748269
337,0.072371125,0.07813223,4.9187517,4.7484426
338,0.07230444,0.078100726,4.9181256,4.7478557
339,0.07238357,0.0783451,4.917431,4.746433
340,0.07221287,0.07820436,4.9176264,4.745544
341,0.07234673,0.07816423,4.917497,4.747659
342,0.07223839,0.07818811,4.9170227,4.7452035
343,0.07230063,0.07819928,4.916172,4.745799
344,0.07233492,0.078308515,4.9158864,4.7443743
345,0.0723762,0.07815661,4.9163413,4.7451887
346,0.072275355,0.07825466,4.915844,4.7445526
347,0.072229,0.078337476,4.9153633,4.743295
348,0.072275355,0.078183025,4.915017,4.7439685
349,0.07231016,0.07842842,4.9147453,4.7435474
350,0.07234712,0.07844264,4.9142785,4.7421756
351,0.07237836,0.07814645,4.9143353,4.7432365
352,0.072425865,0.0783832,4.9141183,4.742342
353,0.07231917,0.07839641,4.9138517,4.7440386
354,0.07234089,0.07853002,4.9134297,4.7431755
355,0.072406046,0.07858438,4.913399,4.740631
356,0.07239056,0.07834865,4.912663,4.740863
357,0.07255935,0.078284636,4.91249,4.7407575
358,0.07241075,0.07830496,4.91281,4.7415524
359,0.072570145,0.078448735,4.9119153,4.739288
360,0.07246155,0.07840962,4.911873,4.7405195
361,0.07247197,0.07859404,4.912058,4.739537
362,0.072442375,0.07848887,4.9113073,4.7404227
363,0.07242078,0.07859404,4.9113593,4.7381096
364,0.07252023,0.07844264,4.910913,4.7400804
365,0.07247705,0.07857625,4.9104857,4.73815
366,0.072509564,0.07852393,4.910411,4.740531
367,0.07258158,0.07861741,4.91033,4.7382107
368,0.07242561,0.07846499,4.9098015,4.7386293
369,0.07241164,0.078633666,4.909784,4.737119
370,0.07252874,0.07868091,4.909282,4.737446
371,0.0725845,0.07843756,4.909124,4.7367783
372,0.0725605,0.07859607,4.908884,4.734022
373,0.072475016,0.07813425,4.9087753,4.739129
374,0.07246968,0.07857371,4.9084187,4.736949
375,0.07255783,0.078809954,4.90816,4.734449
376,0.07255554,0.07860369,4.9078255,4.735986
377,0.07259276,0.078461945,4.9076366,4.7345743
378,0.072556175,0.078354746,4.907268,4.7357254
379,0.07242891,0.07843451,4.907309,4.736083
380,0.07265169,0.078406565,4.9072466,4.734805
381,0.072418116,0.07834204,4.9068456,4.735937
382,0.07260368,0.07874848,4.9063845,4.7332773
383,0.072577514,0.078589976,4.9062934,4.7337036
384,0.07257904,0.078477696,4.9060163,4.736251
385,0.07263378,0.0785158,4.906097,4.7364597
386,0.07241913,0.07857118,4.905245,4.7324142
387,0.07257307,0.07857981,4.9055676,4.733894
388,0.07258907,0.07852494,4.904943,4.7353015
389,0.07258894,0.078438066,4.9050193,4.7336574
390,0.07250715,0.07845839,4.9045095,4.7343717
391,0.072614856,0.07867024,4.904295,4.7332697
392,0.07256113,0.078762196,4.903878,4.7320786
393,0.072640896,0.07860826,4.9038982,4.7305856
394,0.07254487,0.07859658,4.903664,4.731409
395,0.072557956,0.07871749,4.9033694,4.733237
396,0.07257574,0.07871394,4.902955,4.7316318
397,0.07268929,0.07867329,4.9027686,4.731495
398,0.072545,0.0785666,4.902665,4.7305555
399,0.07274009,0.078677356,4.9025383,4.7300954
400,0.07264153,0.07853104,4.902227,4.731095
401,0.07270008,0.07866313,4.9020524,4.728935
402,0.07280677,0.07851072,4.901687,4.729863
403,0.07271926,0.07876271,4.9015985,4.728296
404,0.07265829,0.07848938,4.9013767,4.7289405
405,0.07278899,0.07863316,4.90094,4.729624
406,0.07264674,0.07867685,4.901037,4.729709
407,0.07262946,0.07883536,4.90089,4.7274394
408,0.072696015,0.07869971,4.900267,4.7290683
409,0.072664514,0.07884044,4.9005823,4.7274003
410,0.07269983,0.078852125,4.9002833,4.7278776
411,0.072737165,0.07868244,4.900105,4.7264476
412,0.07273374,0.078516304,4.899857,4.7293057
413,0.072722055,0.07870733,4.899202,4.7268205
414,0.07276054,0.078626044,4.8992524,4.7286515
415,0.07268624,0.07868752,4.899315,4.7281995
416,0.07281261,0.07861741,4.898894,4.727362
417,0.07272701,0.07872562,4.8988667,4.7259784
418,0.07278861,0.07865856,4.898515,4.726147
419,0.072662234,0.07884196,4.8984976,4.7259784
420,0.07280423,0.078582354,4.898156,4.7272487
421,0.07264216,0.07878252,4.8978558,4.7254095
422,0.072782636,0.07868091,4.8977547,4.7260585
423,0.07279534,0.0787495,4.897836,4.724126
424,0.072736405,0.07881046,4.8974915,4.7253056
425,0.072817944,0.079095475,4.8970013,4.7236238
426,0.07277794,0.0787307,4.8969874,4.724049
427,0.072690934,0.07889226,4.8968277,4.7233663
428,0.072695635,0.07891461,4.896377,4.724422
429,0.07268649,0.07881453,4.8965406,4.725159
430,0.07279889,0.07893442,4.896341,4.7234383
431,0.07289632,0.0787368,4.8957086,4.7252417
432,0.07274174,0.07865551,4.8959446,4.7246556
433,0.07272802,0.07865805,4.895874,4.724995
434,0.07280093,0.078865334,4.895401,4.7215633
435,0.07278746,0.078739844,4.8951583,4.7266035
436,0.07284081,0.07876423,4.8953624,4.7229204
437,0.072754696,0.07862909,4.894709,4.722592
438,0.0728925,0.07897863,4.8950424,4.721128
439,0.07278937,0.07882266,4.894559,4.7241216
440,0.072802074,0.07868396,4.8942857,4.7228427
441,0.072918035,0.07882215,4.8942657,4.7211313
442,0.07285669,0.07893748,4.8938823,4.7218285
443,0.07274479,0.07878151,4.894097,4.721609
444,0.072849825,0.07881148,4.8936324,4.7207546
445,0.073042504,0.078845516,4.8933954,4.722325
446,0.072864056,0.078893274,4.8933606,4.7228227
447,0.07287688,0.07884044,4.8931723,4.7223544
448,0.07287523,0.07900453,4.892832,4.7197185
449,0.07289098,0.079005554,4.8922358,4.7202244
450,0.072931625,0.07875763,4.892588,4.7239404
451,0.072886914,0.07889531,4.8923545,4.719282
452,0.07290647,0.07889785,4.892234,4.72086
453,0.07280487,0.07900199,4.892083,4.718531
454,0.0728718,0.07890801,4.8918037,4.7209816
455,0.07279864,0.07886737,4.891528,4.720083
456,0.07298509,0.078657545,4.8914857,4.7182503
457,0.07270021,0.07876271,4.8910885,4.719874
458,0.07305165,0.078656524,4.891164,4.7196302
459,0.07289085,0.07896643,4.8909397,4.718357
460,0.072866336,0.078885145,4.891045,4.7183094
461,0.07284754,0.078710884,4.8911395,4.7198772
462,0.07299424,0.07890496,4.8902555,4.718825
463,0.07291245,0.07874899,4.889958,4.718624
464,0.072934926,0.0788699,4.890253,4.718903
465,0.072904825,0.079049245,4.8899837,4.71732
466,0.07292756,0.07898625,4.889874,4.7149673
467,0.072864816,0.07902587,4.889463,4.7158747
468,0.072829634,0.079117835,4.889354,4.71743
469,0.0729146,0.07894408,4.888978,4.717218
470,0.07298141,0.079025365,4.8893337,4.714311
471,0.0729381,0.07900301,4.8887844,4.716363
472,0.072934546,0.07909954,4.8885255,4.715036
473,0.07296376,0.07903299,4.8885903,4.714212
474,0.072909646,0.07882418,4.888311,4.716924
475,0.07297773,0.07879573,4.8881936,4.7163696
476,0.07296363,0.078857206,4.888256,4.7164416
477,0.07296719,0.07883841,4.8881683,4.7158303
478,0.072889835,0.07911377,4.8877983,4.7149806
479,0.07292337,0.078883626,4.8877354,4.7134175
480,0.07302243,0.079034515,4.8873596,4.71464
481,0.07297722,0.07900403,4.8871875,4.71315
482,0.07305673,0.078939,4.887037,4.7149143
483,0.0729536,0.078881085,4.886842,4.7168965
484,0.073031075,0.07890293,4.886924,4.71329
485,0.072985224,0.07894763,4.88659,4.714617
486,0.07294051,0.07932105,4.886513,4.711875
487,0.07295284,0.07897964,4.8859916,4.713878
488,0.07299983,0.07900606,4.886417,4.714017
489,0.07308391,0.07912952,4.886053,4.712583
490,0.072977476,0.079026386,4.8858995,4.7132916
491,0.07293289,0.07899946,4.88564,4.7161264
492,0.07307743,0.078942046,4.8855677,4.7144594
493,0.07304644,0.07900505,4.885712,4.7121644
494,0.0729616,0.07903553,4.885101,4.7121835
495,0.07313345,0.07914933,4.8851776,4.711492
496,0.07309293,0.07906804,4.884806,4.711384
497,0.07304276,0.07897304,4.88508,4.712744
498,0.07298408,0.07889683,4.8846908,4.7135644
499,0.073014304,0.07915035,4.88456,4.710403
500,0.07299246,0.079272784,4.8844056,4.7113743
501,0.07306574,0.07927228,4.884203,4.7111845
502,0.072936706,0.07897558,4.8837023,4.7107406
503,0.07306803,0.07924027,4.88388,4.710688
504,0.07296795,0.07901622,4.883724,4.709299
505,0.07296998,0.0788821,4.883564,4.7123404
506,0.07295118,0.079091415,4.8836093,4.7084403
507,0.0729207,0.07901013,4.8831086,4.7118726
508,0.07298776,0.07935966,4.8832426,4.7094364
509,0.0730989,0.07893087,4.883052,4.7121267
510,0.07309953,0.079059914,4.8829236,4.708964
511,0.07299691,0.07906296,4.882808,4.7092395
512,0.07313751,0.07888464,4.8825808,4.7085013
513,0.07302434,0.079107165,4.8825083,4.709373
514,0.07303133,0.07913866,4.881891,4.709939
515,0.07314551,0.07910513,4.8821754,4.7083244
516,0.07307387,0.07891207,4.8819604,4.708859
517,0.07313332,0.078981675,4.881816,4.709474
518,0.073098265,0.0790589,4.8815804,4.7090545
519,0.072955884,0.07909751,4.8817697,4.7096562
520,0.07304987,0.0791539,4.8814244,4.7105603
